DESCRIPTION,DATE_OF_VAC_ORDER,BLDG_TX_BORO,AKA_ADDRESS,BLDG_COMMUNITY_DIST,COUNCIL_DISTRICT,BIN,BBL,LST_COMPL_INSP_DATE,STATUS_CHANGE_DATE,OCPCY_DESC,lat,lon,Year Built,Building Age Category,Count
Dismissal,08/26/2013,BX,"3339 3 AVENUE, BX ;511-517 EAST 165 STREET, BX ;511 east 165 EAST 165 STREET, BX ;3339 THIRD AVENUE, BX ;517 EAST 165 STREET, BX",203.0,16.0,2001277,2023700044,05/03/2018,05/15/2018,Residential,40.8266706,-73.9079543,1910.0,1900 to 1919 (Pre-war mid),1
Dismissal,10/02/2013,QN,"12-14 ASTORIA BOULEVARD, QN",401.0,22.0,4005621,4005120015,01/10/2018,01/27/2018,Residential,40.7719202,-73.9295405,1920.0,1920 to 1939 (Pre-war late),1
Dismissal,10/09/2013,BX,"757 COSTER STREET, BX",202.0,17.0,2006501,2027630086,02/16/2018,02/21/2018,Residential,40.8160447,-73.8881387,1930.0,1920 to 1939 (Pre-war late),1
Dismissal,10/17/2013,BK,"288 SCHOLES STREET, BK",301.0,34.0,3325801,3030470001,07/24/2015,05/25/2015,Factory/Industrial,40.7090339,-73.9367667,1937.0,1920 to 1939 (Pre-war late),1
Dismissal,10/18/2013,BK,"1725 ST MARKS AVENUE, BK ;1725 ST MARK'S AVENUE, BK",316.0,41.0,3039144,3014550067,04/09/2015,01/10/2017,Factory/Industrial,40.6732707,-73.9096297,1926.0,1920 to 1939 (Pre-war late),1
Dismissal,10/25/2013,QN,"98-20 218 STREET, QN",413.0,27.0,4230772,4107650040,01/11/2018,01/24/2018,Residential,40.7158923,-73.7380186,1925.0,1920 to 1939 (Pre-war late),1
Dismissal,12/08/2013,BX,"357 EAST 153 STREET, BX ;668 COURTLANDT AVENUE, BX",201.0,17.0,2092371,2024000001,05/31/2018,07/09/2018,Residential,40.8194212,-73.9180661,2005.0,Post 2000,1
Dismissal,01/05/2014,BX,"1209 TINTON AVENUE, BX",203.0,17.0,2004766,2026630054,10/23/2017,02/21/2018,Residential,40.8295657,-73.9006041,1920.0,1920 to 1939 (Pre-war late),1
,01/14/2014,BK,"309 AVENUE C, BK",312.0,39.0,3125379,3053550048,10/07/2022,07/17/2017,Residential,40.6408193,-73.9764852,1910.0,1900 to 1919 (Pre-war mid),1
Dismissal,01/17/2014,BK,"239 55 STREET, BK",307.0,38.0,3014516,3008210062,06/19/2018,07/09/2018,Residential,40.6458569,-74.0186555,1899.0,Pre 1900,1
Dismissal,01/25/2014,BX,"4461 PARK AVENUE, BX",206.0,15.0,2011181,2030300203,01/11/2017,01/26/2017,Residential,40.8541817,-73.8961139,1899.0,Pre 1900,1
Dismissal,02/08/2014,BX,"1234 MANOR AVENUE, BX",209.0,18.0,2025331,2037760022,02/14/2018,02/09/2018,Residential,40.8301845,-73.8763927,1920.0,1920 to 1939 (Pre-war late),1
,03/05/2014,BX,"525 TINTON AVENUE, BX",201.0,8.0,2003962,2025810033,05/27/2015,06/01/2015,Residential,40.8120897,-73.9068402,1899.0,Pre 1900,1
Dismissal,03/11/2014,QN,"81-21 KNEELAND AVENUE, QN ; CODWISE PLACE, QN ;81-19-81-21 KNEELAND AVENUE, QN",404.0,25.0,4057144,4024720071,06/27/2014,06/27/2014,Residential,40.7346364,-73.883267,1901.0,1900 to 1919 (Pre-war mid),1
Dismissal,04/24/2014,BK,"1361 GREENE AVENUE, BK",304.0,37.0,3075117,3032890039,04/14/2015,04/15/2015,Residential,40.700192,-73.9177258,1931.0,1920 to 1939 (Pre-war late),1
Dismissal,05/03/2014,MN,"205 CHRYSTIE STREET, MN ;19-21 STANTON STREET, MN",103.0,1.0,1005715,1004260025,08/24/2015,,Residential,40.7223851,-73.9919585,1900.0,1900 to 1919 (Pre-war mid),1
Dismissal,05/12/2014,MN,"213 WEST 135 STREET, MN",110.0,9.0,1058886,1019410022,10/19/2015,07/09/2018,Residential,40.8159566,-73.9445156,1910.0,1900 to 1919 (Pre-war mid),1
Dismissal,06/02/2014,BX,"2108 BATHGATE AVENUE, BX",206.0,15.0,2114258,2030470029,09/21/2015,09/22/2015,Residential,40.8512791,-73.8945027,2005.0,Post 2000,1
Rescinded,06/10/2014,MN,"2590-2596 FREDERICK DOUGLASS BOULEVARD, MN ;2590-2596 EIGHTH AVENUE, MN ;2590-2596 8 AVENUE, MN ;273 WEST 138 STREET, MN ;2590-2596 FREDRICK DOUGLASS BOULEVARD, MN",110.0,9.0,1060264,1020240001,11/21/2016,12/14/2016,Residential,40.8185203,-73.9447844,1891.0,Pre 1900,1
Dismissal,06/11/2014,BX,"2361 MACLAY AVENUE, BX ;1701 ZEREGA AVENUE, BX",210.0,18.0,2042061,2039910071,06/05/2017,02/09/2018,Mercantile,40.8397066,-73.8513804,1927.0,1920 to 1939 (Pre-war late),1
Dismissal,06/15/2014,BX,"2374 DAVIDSON AVENUE, BX ;23 WEST 184 STREET, BX",207.0,14.0,2014347,2031990134,08/31/2015,01/26/2017,Residential,40.8610443,-73.9032865,1910.0,1900 to 1919 (Pre-war mid),1
Dismissal,07/30/2014,BK,"287-293 HEYWARD STREET, BK",301.0,33.0,3394716,3022280040,04/01/2015,02/23/2015,Education,40.705223,-73.9511251,1959.0,1940 to 1959,1
Dismissal,08/06/2014,BK,"26 NORWOOD AVENUE, BK",305.0,37.0,3086495,3039050023,03/31/2015,01/10/2017,Residential,40.6855735,-73.8803962,1901.0,1900 to 1919 (Pre-war mid),1
Dismissal,08/12/2014,BX,"716B MORRIS PARK AVENUE, BX ;716 MORRIS PARK AVENUE, BX ;1741 HUNT AVENUE, BX",211.0,15.0,2043047,2040330007,12/28/2016,01/26/2017,Mercantile,40.8451198,-73.8652762,1930.0,1920 to 1939 (Pre-war late),1
Dismissal,08/19/2014,BX,"1872 WASHINGTON AVENUE, BX ;1872 WASHINGTON AVE, BX",206.0,15.0,2009574,2029180005,02/09/2018,02/09/2018,Residential,40.8461856,-73.8982697,1910.0,1900 to 1919 (Pre-war mid),1
Dismissal,08/21/2014,BX,"1535 VYSE AVENUE, BX",203.0,17.0,2010665,2029890045,04/21/2015,04/25/2015,Residential,40.8339621,-73.8879604,1931.0,1920 to 1939 (Pre-war late),1
,09/24/2014,BK,"1349 EAST 55 STREET, BK ;5502 AVENUE L, BK",318.0,46.0,3218942,3078530043,03/11/2015,03/31/2015,Residential,40.6236378,-73.9223951,1920.0,1920 to 1939 (Pre-war late),1
Dismissal,09/26/2014,BX,"1302 FINDLAY AVENUE, BX",204.0,16.0,2007152,2027820155,02/23/2017,03/23/2017,Residential,40.8350386,-73.9107037,1930.0,1920 to 1939 (Pre-war late),1
Rescinded,10/02/2014,BK,"1531-1537 63 STREET, BK ;1531-1535 63 STREET, BK ;1532-1536 62 STREET, BK",311.0,38.0,3132691,3055300019,09/01/2015,09/17/2015,Storage,40.6242019,-73.9947406,1931.0,1920 to 1939 (Pre-war late),1
Dismissal,10/08/2014,SI,"159 TYSEN STREET, SI",501.0,49.0,5001842,5000740020,09/25/2015,09/28/2015,Residential,40.6414021,-74.0990795,1915.0,1900 to 1919 (Pre-war mid),1
Dismissal,10/29/2014,BX,"353 EAST 138 STREET, BX",201.0,8.0,2000605,2023010043,02/22/2018,03/22/2018,Residential,40.8098984,-73.9240419,1931.0,1920 to 1939 (Pre-war late),1
Dismissal,11/20/2014,SI,"311 BROADWAY, SI",501.0,49.0,5109078,5001780008,01/12/2017,07/19/2016,Residential,40.6338977,-74.116791,1930.0,1920 to 1939 (Pre-war late),1
Rescinded,11/20/2014,BX,"2139 CHATTERTON AVENUE, BX",209.0,18.0,2026363,2038070070,05/16/2017,09/26/2016,Residential,40.8283386,-73.8518285,1927.0,1920 to 1939 (Pre-war late),1
Dismissal,12/01/2014,BX,"1420 CROTONA AVENUE, BX",203.0,16.0,2009823,2029370032,10/23/2017,02/21/2018,Residential,40.8341826,-73.8977966,1901.0,1900 to 1919 (Pre-war mid),1
Dismissal,12/02/2014,MN,"541-543 WEST 150 STREET, MN",109.0,7.0,1062141,1020820011,12/08/2014,09/22/2015,Residential,40.829319,-73.946893,1910.0,1900 to 1919 (Pre-war mid),1
Dismissal,12/19/2014,BK,"1057-1059 BROADWAY, BK",304.0,34.0,3326302,3032250041,12/30/2016,02/18/2017,Residential,40.6951532,-73.9311218,1931.0,1920 to 1939 (Pre-war late),1
Rescinded,02/06/2015,BX,"800 EAST 169 STREET, BX ;1240-1248 UNION AVENUE, BX",203.0,17.0,2005062,2026820017,09/02/2015,07/29/2015,Residential,40.8298028,-73.8987645,1901.0,1900 to 1919 (Pre-war mid),1
Dismissal,02/16/2015,SI,"68 VAN PELT AVENUE, SI",501.0,49.0,5148229,5012110137,09/21/2015,09/28/2015,Residential,40.6349361,-74.1554343,2006.0,Post 2000,1
Dismissal,02/22/2015,MN,"130-134 WEST 42 STREET, MN ;132 WEST 42 STREET, MANHATTAN ;130 WEST 42ND STREET, Manhattan 10036;133-139 WEST 41 STREET, MN",105.0,4.0,1022577,1009940045,02/19/2016,03/05/2016,Business,40.7549619,-73.9856417,1918.0,1900 to 1919 (Pre-war mid),1
Dismissal,03/23/2015,BX,"136 WEST 170 STREET, BX ;1328 PLIMPTON AVENUE, BX",204.0,16.0,2003360,2025210056,01/09/2018,02/09/2018,Residential,40.8408779,-73.9239053,1925.0,1920 to 1939 (Pre-war late),1
Dismissal,04/14/2015,SI,"95 ALBION PLACE, SI",501.0,49.0,5024268,5010360070,01/14/2016,01/28/2016,Residential,40.634479,-74.1348642,1915.0,1900 to 1919 (Pre-war mid),1
Rescinded,11/13/2015,BX,"1877-1889 WEBSTER AVENUE, BX ;1874-1882 CARTER AVENUE, BX ;1876-1882 CARTER AVENUE, BX ;390-398 EAST TREMONT AVENUE, BX",205.0,15.0,2009390,2028920118,03/08/2017,01/15/2016,Mercantile,40.8474921,-73.9014665,1927.0,1920 to 1939 (Pre-war late),1
Dismissal,11/21/2015,MN,"412-418 CATHEDRAL PARKWAY, MN",107.0,7.0,1056034,1018640039,06/04/2018,07/09/2018,Residential,40.8018751,-73.9619768,1930.0,1920 to 1939 (Pre-war late),1
Dismissal,11/24/2015,QN,"57-03 84 STREET, QN",404.0,25.0,4065816,4028950001,01/24/2018,01/27/2018,Residential,40.7304762,-73.8787605,1955.0,1940 to 1959,1
Dismissal,01/25/2016,SI,"4 ROSEWOOD PLACE, SI",501.0,49.0,5014804,5005780034,07/23/2019,07/22/2019,Residential,40.6339093,-74.0847073,1915.0,1900 to 1919 (Pre-war mid),1
Dismissal,03/25/2016,BX,"969 EAST 167 STREET, BX",203.0,17.0,2006070,2027450049,02/20/2018,04/30/2018,Residential,40.8270348,-73.8912313,1901.0,1900 to 1919 (Pre-war mid),1
,04/21/2016,MN,"737-751 10 AVENUE, MN ;501 AIR RGTS WEST 50 STREET, MN ;751 AIR RGTS 10 AVENUE, MN ;500 AIR RGTS WEST 51 STREET, MN ;500 WEST 51 STREET, MN ;501 WEST 50 STREET, MN",104.0,3.0,1083800,1010790029,07/25/2016,08/17/2016,Residential,40.765475,-73.9927042,1930.0,1920 to 1939 (Pre-war late),1
Dismissal,05/27/2016,BX,"716 UNION AVENUE, BX",201.0,17.0,2004948,2026750040,01/18/2018,02/09/2018,Residential,40.816893,-73.9035422,1901.0,1900 to 1919 (Pre-war mid),1
Dismissal,06/07/2016,BK,"514-514A THROOP AVENUE, BK ;419 MADISON STREET, BK",303.0,36.0,3051508,3018200047,07/10/2018,07/09/2018,Residential,40.6859174,-73.9416924,1931.0,1920 to 1939 (Pre-war late),1
Dismissal,06/08/2016,BX,"1209-1211 INTERVALE AVENUE, BX ;899 EAST 169 STREET, BX",203.0,17.0,2010448,2029730041,07/18/2019,05/24/2019,Residential,40.8284715,-73.895453,1910.0,1900 to 1919 (Pre-war mid),1
Dismissal,11/14/2016,BX,"526 EAST 148 STREET, BX",201.0,8.0,2000112,2022740015,02/11/2019,01/28/2019,Residential,40.8137755,-73.9145833,1960.0,1960 to 1979,1
Dismissal,12/15/2016,BK,"272-274 GRAND STREET, BK",301.0,34.0,3062819,3023950002,06/03/2022,06/27/2022,Residential,40.7130346,-73.9581606,1910.0,1900 to 1919 (Pre-war mid),1
Dismissal,12/16/2016,BK,"987 FLUSHING AVENUE, BK",301.0,34.0,3071641,3031240016,01/19/2017,01/13/2017,Residential,40.7031554,-73.9332342,1931.0,1920 to 1939 (Pre-war late),1
Dismissal,12/24/2016,MN,"132 WEST 129 STREET, MN",110.0,9.0,1057957,1019130047,03/13/2019,04/03/2019,Residential,40.8106761,-73.9450691,1910.0,1900 to 1919 (Pre-war mid),1
Rescinded,12/24/2016,QN,"HILLYER STREET, QN ;77-14-77-20 QUEENS BOULEVARD, QN",404.0,25.0,4056457,4024520007,01/04/2017,01/13/2017,Mercantile,40.7378119,-73.8857946,1970.0,1960 to 1979,1
Rescinded,12/24/2016,QN,"77-17 QUEENS BOULEVARD, QN ;77-17 QNS BOULEVARD, QN",404.0,25.0,4038413,4015360107,01/06/2017,01/13/2017,Mercantile,40.738916,-73.8864783,1979.0,1960 to 1979,1
,03/21/2017,SI,"65 MACORMAC PLACE, SI",501.0,49.0,5028599,5012770292,08/06/2021,09/03/2021,Residential,40.6369292,-74.1706835,1960.0,1960 to 1979,1
Dismissal,09/25/2017,BX,"982 FINDLAY AVENUE, BX",204.0,16.0,2002197,2024320054,03/11/2020,10/27/2022,Residential,40.8278068,-73.9149591,1920.0,1920 to 1939 (Pre-war late),1
Dismissal,10/05/2017,BX,"1313 BEACH AVENUE, BX",209.0,18.0,2027902,2038760068,01/11/2018,02/21/2018,Residential,40.8333688,-73.8669225,1930.0,1920 to 1939 (Pre-war late),1
,10/30/2017,BX,"1302 FINDLAY AVENUE, BX",204.0,16.0,2007152,2027820155,07/13/2021,08/12/2021,Residential,40.8350386,-73.9107037,1930.0,1920 to 1939 (Pre-war late),1
,10/30/2017,BX,"1302 FINDLAY AVENUE, BX",204.0,16.0,2007152,2027820155,10/17/2023,11/16/2023,Residential,40.8350386,-73.9107037,1930.0,1920 to 1939 (Pre-war late),1
,10/30/2017,BX,"1302 FINDLAY AVENUE, BX",204.0,16.0,2007152,2027820155,05/06/2025,06/05/2025,Residential,40.8350386,-73.9107037,1930.0,1920 to 1939 (Pre-war late),1
,10/30/2017,BX,"869 MACY PLACE, BX",202.0,17.0,2005178,2026880077,02/16/2023,03/18/2023,Residential,40.8183018,-73.9011412,1910.0,1900 to 1919 (Pre-war mid),1
,11/02/2017,BK,"623 5 AVENUE, BK     11215",,,3800399,3008730006,02/13/2019,02/19/2019,,40.663205,-73.9910862,1931.0,1920 to 1939 (Pre-war late),1
Dismissal,11/10/2017,BX,"2429 FULLER STREET, BX",210.0,18.0,2042257,2039970066,,11/17/2017,Residential,40.8414362,-73.8517234,1928.0,1920 to 1939 (Pre-war late),1
Dismissal,12/09/2017,BK,"407 JOHNSON AVENUE, BK",301.0,34.0,3340924,3030560176,07/11/2018,07/09/2018,Storage,40.7078926,-73.9326992,1920.0,1920 to 1939 (Pre-war late),1
Dismissal,12/12/2017,QN,"42-05 SAULL STREET, QN",407.0,20.0,4115391,4051220015,01/17/2018,01/20/2018,Residential,40.7544012,-73.8301958,1960.0,1960 to 1979,1
,02/24/2018,BK,"162 EVERGREEN AVENUE, BK",304.0,34.0,3072216,3031710042,08/06/2018,08/16/2018,Residential,40.6990179,-73.9313558,1930.0,1920 to 1939 (Pre-war late),1
,04/30/2018,BX,"1263-1265 THIERIOT AVENUE, BX ;1265A-1265B THIERIOT AVENUE, BX",209.0,18.0,2098744,2037650045,02/25/2020,03/26/2020,Residential,40.8320707,-73.8646522,1920.0,1920 to 1939 (Pre-war late),1
,08/11/2018,BK,"51 TAPSCOTT STREET, BK ;53 TAPSCOTT STREET, BK",316.0,41.0,3080860,3035110011,02/08/2019,02/19/2019,Residential,40.6665978,-73.9203986,1930.0,1920 to 1939 (Pre-war late),1
Rescinded,08/13/2018,BK,"34 EAST 29 STREET, BK",317.0,40.0,3117832,3051300017,09/10/2018,10/24/2018,Factory/Industrial,40.6472585,-73.9504577,1920.0,1920 to 1939 (Pre-war late),1
Dismissal,09/02/2018,BK,"2768-2770 ATLANTIC AVENUE, BK ;203-213 MILLER AVENUE, BK",305.0,37.0,3088255,3039610009,10/29/2018,11/05/2018,Residential,40.6759782,-73.8919139,1920.0,1920 to 1939 (Pre-war late),1
,01/16/2019,SI,"41 WALCOTT AVENUE, SI",502.0,50.0,5033870,5019700021,08/23/2019,09/05/2019,Residential,40.5970371,-74.1350119,1980.0,1980 to 1999,1
,01/17/2019,BX,"1204 WASHINGTON AVENUE, BX",203.0,16.0,2001319,2023720018,02/04/2025,03/06/2025,Storage,40.830773,-73.9068104,1963.0,1960 to 1979,1
Rescinded,02/25/2019,MN,"142 EAST 39 STREET, MN",106.0,4.0,1019153,1008940057,06/28/2019,07/16/2019,Business,40.7490593,-73.9768764,1920.0,1920 to 1939 (Pre-war late),1
Dismissal,03/04/2019,BX,"2159 CHATTERTON AVENUE, BX",209.0,18.0,2092857,2038070058,02/15/2023,04/11/2022,Residential,40.8284366,-73.8511887,1901.0,1900 to 1919 (Pre-war mid),1
Dismissal,03/05/2019,BK,"592-596 PACIFIC STREET, BK",306.0,39.0,3018387,3009280027,07/24/2025,08/25/2025,Business,40.6829354,-73.9774727,1931.0,1920 to 1939 (Pre-war late),1
,03/09/2019,BX,"594 EAST 167 STREET, BX",203.0,16.0,2004266,2026130022,02/04/2025,03/06/2025,Residential,40.8284684,-73.9046492,1901.0,1900 to 1919 (Pre-war mid),1
Rescinded,03/14/2019,MN,"81 LEONARD STREET, MN ;79-81 LEONARD STREET, MN",101.0,1.0,1001886,1001740005,04/12/2019,07/25/2019,Residential,40.7175133,-74.0049097,1861.0,Pre 1900,1
Dismissal,03/18/2019,MN,"160-162 PEARL STREET, MN",101.0,1.0,1000879,1000390006,06/09/2022,01/02/2022,Business,40.7057217,-74.0074732,1900.0,1900 to 1919 (Pre-war mid),1
Dismissal,04/17/2019,BK,"485 LORIMER STREET, BK ;563 GRAND STREET, BK ;477-485 LORIMER STREET, BK",301.0,34.0,3069319,3027790027,03/20/2024,06/07/2025,Business,40.711417,-73.9491042,1920.0,1920 to 1939 (Pre-war late),1
Rescinded,04/17/2019,BK,"1311 KINGS HIGHWAY, BK",315.0,48.0,3182392,3067760042,06/27/2019,07/10/2019,Mercantile,40.6084206,-73.9596703,1925.0,1920 to 1939 (Pre-war late),1
,05/01/2019,MN,"419 EAST 91 STREET, MN ;419 EAST 91ST STREET, MN",108.0,5.0,1050753,1015710014,08/17/2021,09/03/2021,Residential,40.779746,-73.9457012,1920.0,1920 to 1939 (Pre-war late),1
,05/22/2019,QN,"118-05 ATLANTIC AVENUE, QN",409.0,29.0,4196648,4093500038,09/04/2025,10/04/2025,Residential,40.6941872,-73.8287408,1900.0,1900 to 1919 (Pre-war mid),1
,05/28/2019,BX,"910 PROSPECT AVENUE, BX",202.0,17.0,2005194,2026900022,06/20/2019,09/05/2019,Residential,40.8212711,-73.9005948,1910.0,1900 to 1919 (Pre-war mid),1
,06/10/2019,BX,"1014 GERARD AVENUE, BX",204.0,8.0,2002936,2024770007,08/10/2023,09/09/2023,Residential,40.8307957,-73.9226015,1929.0,1920 to 1939 (Pre-war late),1
Dismissal,06/26/2019,BK,"661 RALPH AVENUE, BK",316.0,41.0,3080804,3035090021,01/04/2021,01/12/2021,Residential,40.6666678,-73.9223378,1930.0,1920 to 1939 (Pre-war late),1
,07/10/2019,BX,"861 EAST 181 STREET, BX ;2132 MOHEGAN AVENUE, BX",206.0,15.0,2013164,2031240043,09/19/2019,09/26/2019,Residential,40.8463847,-73.8825323,1931.0,1920 to 1939 (Pre-war late),1
,12/18/2019,MN,"300 WEST 56 STREET, MN ;947 8 AVENUE, MN",104.0,3.0,1080917,1010460036,08/19/2025,09/18/2025,Mercantile,40.7659873,-73.9838199,1930.0,1920 to 1939 (Pre-war late),1
,12/21/2020,QN,"86-34 77 STREET, QN",409.0,30.0,4181008,4088400140,05/04/2021,05/04/2021,Residential,40.6922266,-73.8652245,1920.0,1920 to 1939 (Pre-war late),1
,05/13/2021,QN,"95-49 TUCKERTON STREET, QN     11433",,,4848347,4101080319,06/01/2021,06/03/2021,,40.6990554,-73.8008075,0.0,Pre 1900,1
,06/18/2021,BK,"918 62 STREET, BK",310.0,38.0,3394483,3057290014,09/03/2024,09/10/2024,Storage,40.6325294,-74.008182,2007.0,Post 2000,1
,07/12/2021,SI,"BIRCHARD AVENUE, SI ;143 SUNSET AVENUE, SI",502.0,49.0,5021284,5008250050,08/18/2025,09/17/2025,Residential,40.6015856,-74.1346717,1965.0,1960 to 1979,1
,07/12/2021,SI,"94 FILLMORE AVENUE, SI",502.0,49.0,5021278,5008250037,08/18/2025,09/17/2025,Residential,40.601715,-74.1343551,1965.0,1960 to 1979,1
Rescinded,11/14/2022,BX,"325 WEST FORDHAM ROAD, BX ;2371 EXTERIOR STREET, BX",207.0,14.0,2118773,2032440130,04/24/2023,05/01/2023,Business,40.8652143,-73.9111115,2007.0,Post 2000,1
,08/16/2023,BX,"220 EAST 134 STREET, BX",201.0,8.0,2000783,2023190098,,08/20/2023,Storage,40.8090519,-73.9309894,1955.0,1940 to 1959,1
,01/17/2024,MN,"106-118 WEST 145 STREET, MN ;108-118 WEST 145 STREET, MN",110.0,9.0,1060172,1020130029,08/22/2024,08/29/2024,Mercantile,40.8206081,-73.9374845,1920.0,1920 to 1939 (Pre-war late),1
Dismissal,02/12/2024,BK,"349-367 MARCUS GARVEY BOULEVARD, BK ;491-557 JEFFERSON AVENUE, BK ;576-634 PUTNAM AVENUE, BK",303.0,36.0,3045367,3016490001,04/13/2025,06/05/2025,Assembly,40.6851245,-73.9372798,1930.0,1920 to 1939 (Pre-war late),1
,04/01/2024,BX,"814 EAST 168 STREET, BX",203.0,17.0,2005047,2026810019,06/12/2025,06/19/2025,Residential,40.8284497,-73.8987991,1899.0,Pre 1900,1
Dismissal,04/18/2024,MN,"426-432 WEST 56 STREET, MN",104.0,3.0,1026853,1010650048,04/29/2025,11/08/2024,Residential,40.7676813,-73.9878483,1900.0,1900 to 1919 (Pre-war mid),1
,08/22/2024,QN,"102-44 JAMAICA AVENUE, QN ;98-34 87 AVENUE, QN",409.0,32.0,4194201,4092880022,09/04/2025,10/04/2025,Residential,40.6949715,-73.843654,1910.0,1900 to 1919 (Pre-war mid),1
Rescinded,09/09/2024,MN,"334 EAST 6 STREET, MN",103.0,2.0,1006239,1004470023,12/03/2024,11/22/2024,Residential,40.7265374,-73.9870621,1864.0,Pre 1900,1
Rescinded,09/15/2024,BK,"139-145 32 STREET, BK",307.0,38.0,3010006,3006760048,01/07/2025,03/06/2025,Factory/Industrial,40.657079,-74.0025193,1931.0,1920 to 1939 (Pre-war late),1
,10/15/2024,QN,"95-41-95-45 ROOSEVELT AVENUE, QN",403.0,21.0,4036678,4014840054,07/08/2025,08/07/2025,Mercantile,40.7492356,-73.8703135,1925.0,1920 to 1939 (Pre-war late),1
,10/21/2024,QN,"90-17-90-25 ELMHURST AVENUE, QN ;37-49-37-59 90 STREET, QN",403.0,21.0,4036374,4014780050,07/09/2025,08/08/2025,Mercantile,40.7489842,-73.8762871,1929.0,1920 to 1939 (Pre-war late),1
Rescinded,11/14/2024,QN,"25-40 SHORE BOULEVARD, QN ; ASTORIA PARK SOUTH, QN ; 12 STREET, QN ;25-39 9 STREET, QN",,,4438544,4009051001,12/12/2024,12/17/2024,,,,,Unknown,1
Rescinded,11/25/2024,BK,"5419 4 AVENUE, BK",307.0,38.0,3014569,3008230002,03/05/2025,01/29/2025,Residential,40.6436341,-74.0150766,1931.0,1920 to 1939 (Pre-war late),1
Dismissal,02/05/2025,BK,"4917 14 AVENUE, BK",312.0,44.0,3137773,3056430004,04/15/2025,04/24/2025,Residential,40.633188,-73.9900309,1965.0,1960 to 1979,1
Dismissal,02/15/2025,MN,"494 BROADWAY, MN",102.0,1.0,1007228,1004830003,05/29/2025,06/16/2025,Business,40.721905,-73.9993795,1866.0,Pre 1900,1
Dismissal,02/21/2025,MN,"2344-2348 12 AVENUE, MN ;701 WEST 133 STREET, MN",109.0,7.0,1059988,1020050012,03/25/2025,04/15/2025,Mercantile,40.8202719,-73.9589892,1910.0,1900 to 1919 (Pre-war mid),1
,05/13/2025,BK,"945 EAST 40 STREET, BK ;4001 AVENUE H, BK",317.0,45.0,3412410,3077240001,06/06/2025,06/13/2025,Mercantile,40.6324634,-73.9376787,1940.0,1940 to 1959,1
,09/17/2025,MN,"118 ELIZABETH STREET, MN",102.0,1.0,1006940,1004700038,11/24/2025,12/24/2025,Residential,40.7191464,-73.9952778,1900.0,1900 to 1919 (Pre-war mid),1
,09/17/2025,MN,"120B ELIZABETH STREET, MN ;120 ELIZABETH STREET, MN",102.0,1.0,1006941,1004700039,11/19/2025,12/19/2025,Residential,40.7192123,-73.9952489,1900.0,1900 to 1919 (Pre-war mid),1
,05/14/2025,BK,"33 BRIGHTON 5 WALK, BK ;511-513 BRIGHTON 5 WALK, BK",313.0,48.0,3244455,3086650580,12/26/2025,01/25/2026,Residential,40.5804522,-73.9630172,1935.0,1920 to 1939 (Pre-war late),1
,06/27/2025,SI,"731 HENDERSON AVENUE, SI",501.0,49.0,5103883,5001740041,12/19/2025,01/18/2026,Residential,40.6372901,-74.1169338,2005.0,Post 2000,1
Rescinded,06/03/2025,QN,"210-01-210-25 HORACE HARDING EXPRESSWAY, QN ;210-01-210-25 HORACE HARDING EXPRESSWAY SR N, QN ;210-01-210-25 HOR HARDING EXPRESSWAY SR NORTH, QN ; 211 STREET, QN ; 210 STREET, QN",411.0,23.0,4160676,4074610094,10/01/2025,10/29/2025,Mercantile,40.7466293,-73.7665711,1950.0,1940 to 1959,1
